##--Author      JRM Annand   29th Apr 2003
##--Update      R Gregor...
##--Description
##                *** Acqu++ <-> Root ***
## Online/Offline Analysis of Sub-Atomic Physics Experimental Data
##
## Parameter File: TAPS_BaF2.dat
## Setup of decoding of BaF2 information
##
##-----------------------------------------------------------------------
## Total # Elements in array, Pulse-Height info? Time info? Position info?
## Info switch is off/on = 0/1
##      Total   Energy? Time?   Position?
#
Size:  384    1       1       1
#RawHits:
#BitPattern: data/Dec_07/TAPS/TAPS.pat
#
#
#
# Now enter the information for each element....if the number of
# elements is specified as 10 above then there must be 10 element spec lines
# ADCs low,high define in MeV the range of a valid hit.
# ped is the zero-point offset channel and MeV/ch is the ADC conversionsion
# TDCs low, high define in ns the range of a valid hit.
# Off is the time-zero offset channel and ns/ch is the conversion gain.
# Pos 3-vector usually relates to the center of the front face of a crystal
# assuming origin at center of target, beam in z-direction
# with Bene's calib-files
#        ADC#  low  high ped  MeV/ch  TDC#  low/high Off ns/ch  Pos x,y,z (cm)
Element: 27046  0.01 20. 85.5212	0.0151113     27346  -200.0  200.0 2844.5986  0.050    0.000000  -60.000000  146.350000
Element: 27047  0.01 20. 85.7339	0.0135182     27347  -200.0  200.0 2868.2399  0.050    5.196152  -57.000000  146.350000
Element: 27048  0.01 20. 85.9951	0.0176769     27348  -200.0  200.0 2869.5458  0.050   10.392304  -54.000000  146.350000
Element: 27049  0.01 20. 85.5792	0.00691766    27349  -200.0  200.0 2853.2776  0.050   15.588456  -51.000000  146.350000
Element: 27050  0.01 20. 85.347	0.00718653     27350  -200.0  200.0 2820.5063  0.050   20.784609  -48.000000  146.350000
Element: 27051  0.01 20. 84.7775	0.00668341    27351  -200.0  200.0 2829.7623  0.050   25.980761  -45.000000  146.350000
Element: 27052  0.01 20. 85.7821	0.00729728    27352  -200.0  200.0 2838.9432  0.050   31.176912  -42.000000  146.350000
Element: 27053  0.01 20. 85.4369	0.00679667    27353  -200.0  200.0 2853.9678  0.050   36.373062  -39.000000  146.350000
Element: 27054  0.01 20. 84.842	0.00612986     27354  -200.0  200.0 2852.1404  0.050   41.569218  -36.000000  146.350000
Element: 27055  0.01 20. 85.5671	0.00637493    27355  -200.0  200.0 2829.1295  0.050   46.765369  -33.000000  146.350000
Element: 27056  0.01 20. 85.4069	0.00351585    27356  -200.0  200.0 2809.7114  0.050   10.392304  -60.000000  146.350000
Element: 27057  0.01 20. 85.5458	0.0069007     27357  -200.0  200.0 2830.7463  0.050   15.588456  -57.000000  146.350000
Element: 27058  0.01 20. 85.7086	0.0066393     27358  -200.0  200.0 2816.5331  0.050   20.784609  -54.000000  146.350000
Element: 27059  0.01 20. 86.431	0.00731407     27359  -200.0  200.0 2826.0085  0.050   25.980761  -51.000000  146.350000
Element: 27060  0.01 20. 86.6991	0.0146358     27360  -200.0  200.0 2792.0479  0.050   31.176912  -48.000000  146.350000
Element: 27065  0.01 20. 85.7544	0.0201344     27365  -200.0  200.0 2713.1295  0.050   36.373062  -45.000000  146.350000
Element: 27062  0.01 20. 86.7692	0.0102309     27362  -200.0  200.0 2768.3291  0.050   41.569218  -42.000000  146.350000
Element: 27063  0.01 20. 86.4256	0.0126693     27363  -200.0  200.0 2785.8490  0.050   46.765369  -39.000000  146.350000
Element: 27064  0.01 20. 86.4544	0.0126551     27364  -200.0  200.0 2729.9430  0.050   51.961521  -36.000000  146.350000
Element: 27061  0.01 20. 86.2651	0.0127487     27361  -200.0  200.0 2786.2191  0.050    5.196152   -3.000000  146.350000
Element: 27066  0.01 20. 86.2197	0.0111198     27366  -200.0  200.0 2809.7114  0.050   10.392304   -6.000000  146.350000
Element: 27067  0.01 20. 85.9387	0.00850231    27367  -200.0  200.0 2866.7463  0.050   10.392304    0.000000  146.350000
Element: 28099  0.01 20. 85.2847	0.0101089     28399  -200.0  200.0 2626.0085  0.050   15.588456   -9.000000  146.350000
Element: 27069  0.01 20. 86.5378	0.0107248     27369  -200.0  200.0 2814.0085  0.050   15.588456   -3.000000  146.350000
Element: 27070  0.01 20. 85.9082	0.0237143     27370  -200.0  200.0 2792.0479  0.050   15.588456    3.000000  146.350000
Element: 27071  0.01 20. 86.5608	0.00807216    27371  -200.0  200.0 2846.2191  0.050   20.784609  -12.000000  146.350000
Element: 27072  0.01 20. 85.9781	0.0140133     27372  -200.0  200.0 2812.3291  0.050   20.784609   -6.000000  146.350000
Element: 27073  0.01 20. 86.6094	0.00974948    27373  -200.0  200.0 2865.8490  0.050   20.784609    0.000000  146.350000
Element: 27074  0.01 20. 86.0556	0.0114454     27374  -200.0  200.0 2841.9430  0.050   20.784609    6.000000  146.350000
Element: 27075  0.01 20. 86.7466	0.00744861    27375  -200.0  200.0 2845.1295  0.050   25.980761  -15.000000  146.350000
Element: 28037  0.01 20. 86.4325	0.0191499     28337  -200.0  200.0 2597.8705  0.050   25.980761   -9.000000  146.350000
Element: 27077  0.01 20. 86.8304	0.0162878     27377  -200.0  200.0 2734.7463  0.050   25.980761   -3.000000  146.350000
Element: 27078  0.01 20. 85.7328	0.00722715    27378  -200.0  200.0 2844.5331  0.050   25.980761    3.000000  146.350000
Element: 27079  0.01 20. 86.3405	0.0069842     27379  -200.0  200.0 2846.0085  0.050   25.980761    9.000000  146.350000
Element: 27080  0.01 20. 85.8759	0.00936541    27380  -200.0  200.0 2808.0479  0.050   31.176912  -18.000000  146.350000
Element: 27081  0.01 20. 85.2921	0.00644519    27381  -200.0  200.0 2910.2191  0.050   31.176912  -12.000000  146.350000
Element: 27082  0.01 20. 85.4202	0.00642619    27382  -200.0  200.0 2916.3291  0.050   31.176912   -6.000000  146.350000
Element: 27083  0.01 20. 86.0229	0.00632567    27383  -200.0  200.0 2933.8490  0.050   31.176912    0.000000  146.350000
Element: 27084  0.01 20. 86.1817	0.00700974    27384  -200.0  200.0 2885.9430  0.050   31.176912    6.000000  146.350000
Element: 27085  0.01 20. 86.3712	0.00580944    27385  -200.0  200.0 2901.1295  0.050   31.176912   12.000000  146.350000
Element: 27086  0.01 20. 95.7068	0.0063809     27386  -200.0  200.0 2905.7114  0.050   36.373062  -21.000000  146.350000
Element: 27087  0.01 20. 86.3546	0.00587433    27387  -200.0  200.0 2890.7463  0.050   36.373062  -15.000000  146.350000
Element: 27088  0.01 20. 86.0314	0.00579203    27388  -200.0  200.0 2900.5331  0.050   36.373062   -9.000000  146.350000
Element: 27089  0.01 20. 86.2616	0.00612673    27389  -200.0  200.0 2890.0085  0.050   36.373062   -3.000000  146.350000
Element: 27090  0.01 20. 86.6472	0.00561261    27390  -200.0  200.0 2864.0479  0.050   36.373062    3.000000  146.350000
Element: 27091  0.01 20. 86.1244	0.00565881    27391  -200.0  200.0 2914.2191  0.050   36.373062    9.000000  146.350000
Element: 27092  0.01 20. 86.0552	0.0062509     27392  -200.0  200.0 2888.3291  0.050   36.373062   15.000000  146.350000
Element: 27093  0.01 20. 85.7786	0.00674442    27393  -200.0  200.0 2861.8490  0.050   41.569218  -24.000000  146.350000
Element: 27094  0.01 20. 86.1372	0.00890944    27394  -200.0  200.0 2889.9430  0.050   41.569218  -18.000000  146.350000
Element: 27095  0.01 20. 86.1343	0.00533493    27395  -200.0  200.0 2893.1295  0.050   41.569218  -12.000000  146.350000
Element: 27096  0.01 20. 85.888	0.0062334      27396  -200.0  200.0 2837.7114  0.050   41.569218   -6.000000  146.350000
Element: 27097  0.01 20. 86.8375	0.0132825     27397  -200.0  200.0 2822.7463  0.050   41.569218    0.000000  146.350000
Element: 27098  0.01 20. 86.7307	0.00963474    27398  -200.0  200.0 2824.5331  0.050   41.569218    6.000000  146.350000
Element: 27099  0.01 20. 86.6713	0.0107005     27399  -200.0  200.0 2830.0085  0.050   41.569218   12.000000  146.350000
Element: 27100  0.01 20. 86.5604	0.00905873    27400  -200.0  200.0 2812.0479  0.050   41.569218   18.000000  146.350000
Element: 27101  0.01 20. 86.0329	0.0086805     27401  -200.0  200.0 2836.0479  0.050   46.765369  -27.000000  146.350000
Element: 27102  0.01 20. 86.0587	0.00798047    27402  -200.0  200.0 2796.0479  0.050   46.765369  -21.000000  146.350000
Element: 27103  0.01 20. 86.2043	0.00988601    27403  -200.0  200.0 2820.0479  0.050   46.765369  -15.000000  146.350000
Element: 27104  0.01 20. 86.0146	0.00903456    27404  -200.0  200.0 2860.0479  0.050   46.765369   -9.000000  146.350000
Element: 27105  0.01 20. 85.4067	0.00984868    27405  -200.0  200.0 2836.0479  0.050   46.765369   -3.000000  146.350000
Element: 27106  0.01 20. 85.6537	0.0102478     27406  -200.0  200.0 2852.0479  0.050   46.765369    3.000000  146.350000
Element: 27107  0.01 20. 85.2901	0.0102183     27407  -200.0  200.0 2856.0479  0.050   46.765369    9.000000  146.350000
Element: 27108  0.01 20. 85.434	0.0094813      27408  -200.0  200.0 2852.0479  0.050   46.765369   15.000000  146.350000
Element: 27109  0.01 20. 85.7717	0.0122064     27409  -200.0  200.0 2820.0479  0.050   46.765369   21.000000  146.350000
Element: 27110  0.01 20. 86.2297	0.0427662     27410  -200.0  200.0 2860.0479  0.050   51.961521  -30.000000  146.350000
Element: 27111  0.01 20. 85.8943	0.0077433     27411  -200.0  200.0 2868.0479  0.050   51.961521  -24.000000  146.350000
Element: 27112  0.01 20. 104.642	0.00961208    27412  -200.0  200.0 2820.0479  0.050   51.961521  -18.000000  146.350000
Element: 27113  0.01 20. 85.9821	0.00643435    27413  -200.0  200.0 2840.0479  0.050   51.961521  -12.000000  146.350000
Element: 27114  0.01 20. 86.7194	0.00715961    27414  -200.0  200.0 2832.0479  0.050   51.961521   -6.000000  146.350000
Element: 28052  0.01 20. 85.9564	0.0101927     28352  -200.0  200.0 2614.9432  0.050   51.961521    0.000000  146.350000
Element: 28033  0.01 20. 86.7339	0.00804283    28333  -200.0  200.0 2582.4384  0.050   51.961521    6.000000  146.350000
Element: 27117  0.01 20. 86.1787	0.00817603    27417  -200.0  200.0 2860.0479  0.050   51.961521   12.000000  146.350000
Element: 27118  0.01 20. 85.5431	0.00964304    27418  -200.0  200.0 2820.0479  0.050   51.961521   18.000000  146.350000
Element: 27119  0.01 20. 86.263	0.00543622     27419  -200.0  200.0 2828.0479  0.050   51.961521   24.000000  146.350000
Element: 27120  0.01 20. 87.4469	0.00418838    27420  -200.0  200.0 2756.0479  0.050   57.157672  -27.000000  146.350000
Element: 27121  0.01 20. 86.1844	0.00529835    27421  -200.0  200.0 2844.0479  0.050   57.157662  -21.000000  146.350000
Element: 27122  0.01 20. 86.187	0.00650086     27422  -200.0  200.0 2848.0479  0.050   57.157662  -15.000000  146.350000
Element: 27123  0.01 20. 86.3649	0.00560733    27423  -200.0  200.0 2828.0479  0.050   57.157662   -9.000000  146.350000
Element: 27124  0.01 20. 86.9997	0.00632701    27424  -200.0  200.0 2872.0479  0.050   57.157662   -3.000000  146.350000
Element: 27125  0.01 20. 87.2102	0.0140611     27425  -200.0  200.0 2868.0479  0.050   57.157662    3.000000  146.350000
Element: 27126  0.01 20. 86.3015	0.118138      27426  -200.0  200.0 2832.0479  0.050   57.157662    9.000000  146.350000
Element: 26042  0.01 20. 85.8593	0.0156898     26342  -200.0  200.0 2883.0262  0.050   57.157662   15.000000  146.350000
Element: 27128  0.01 20. 86.9083	0.0424323     27428  -200.0  200.0 2820.0479  0.050   57.157662   21.000000  146.350000
Element: 28001  0.01 20. 86.1218	0.0230989     28301  -200.0  200.0 2601.1422  0.050    5.196152    3.000000  146.350000
Element: 28002  0.01 20. 85.5471	0.0267478     28302  -200.0  200.0 2674.3795  0.050   10.392304    6.000000  146.350000 
Element: 28003  0.01 20. 86.4515	0.0297224     28303  -200.0  200.0 2676.6611  0.050    5.196152    9.000000  146.350000
Element: 28004  0.01 20. 85.0387	0.0227691     28304  -200.0  200.0 2657.7220  0.050   15.588456    9.000000  146.350000 
Element: 28005  0.01 20. 85.8139	0.0197615     28305  -200.0  200.0 2688.2659  0.050   10.392304   12.000000  146.350000 
Element: 28006  0.01 20. 86.1838	0.0243256     28306  -200.0  200.0 2695.8684  0.050    5.196152   15.000000  146.350000 
Element: 28007  0.01 20. 85.4355	0.0236465     28307  -200.0  200.0 2689.6130  0.050   20.784609   12.000000  146.350000 
Element: 28008  0.01 20. 85.7313	0.0430149     28308  -200.0  200.0 2309.3597  0.050   15.588456   15.000000  146.350000 
Element: 28009  0.01 20. 86.0981	0.0173069     28309  -200.0  200.0 2750.0171  0.050   10.392304   18.000000  146.350000 
Element: 28010  0.01 20. 85.368	0.0170684      28310  -200.0  200.0 2743.6221  0.050    5.196152   21.000000  146.350000 
Element: 28011  0.01 20. 86.2835	0.0240531     28311  -200.0  200.0 2739.9750  0.050   25.980761   15.000000  146.350000 
Element: 28012  0.01 20. 85.6856	0.0206493     28312  -200.0  200.0 2689.3668  0.050   20.784609   18.000000  146.350000 
Element: 28013  0.01 20. 86.2394	0.0214808     28313  -200.0  200.0 2710.8954  0.050   15.588456   21.000000  146.350000 
Element: 28014  0.01 20. 86.0222	0.0175975     28314  -200.0  200.0 2731.8923  0.050   10.392304   24.000000  146.350000 
Element: 28015  0.01 20. 85.7962	0.0197465     28315  -200.0  200.0 2726.6204  0.050    5.196152   27.000000  146.350000 
Element: 28016  0.01 20. 85.4569	0.0183364     28316  -200.0  200.0 2692.5337  0.050   31.176912   18.000000  146.350000 
Element: 28017  0.01 20. 86.1368	0.0110366     28317  -200.0  200.0 2752.8220  0.050   25.980761   21.000000  146.350000 
Element: 28018  0.01 20. 85.9722	0.00998244    28318  -200.0  200.0 2718.8682  0.050   20.784609   24.000000  146.350000 
Element: 28019  0.01 20. 86.0427	0.0112213     28319  -200.0  200.0 2707.4324  0.050   15.588456   27.000000  146.350000 
Element: 28020  0.01 20. 85.4871	0.0110529     28320  -200.0  200.0 2698.5161  0.050   10.392304   30.000000  146.350000 
Element: 28021  0.01 20. 86.1461	0.0105063     28321  -200.0  200.0 2717.4531  0.050    5.196152   33.000000  146.350000 
Element: 28022  0.01 20. 85.9625	0.0117222     28322  -200.0  200.0 2695.7325  0.050   36.373062   21.000000  146.350000 
Element: 28023  0.01 20. 86.4443	0.00977239    28323  -200.0  200.0 2693.9530  0.050   31.176912   24.000000  146.350000 
Element: 28024  0.01 20. 85.4292	0.00950302    28324  -200.0  200.0 2646.8622  0.050   25.980761   27.000000  146.350000 
Element: 28025  0.01 20. 86.2853	0.0105339     28325  -200.0  200.0 2734.9215  0.050   20.784609   30.000000  146.350000 
Element: 28026  0.01 20. 86.2651	0.0107458     28326  -200.0  200.0 2755.6916  0.050   15.588456   33.000000  146.350000 
Element: 28027  0.01 20. 85.6719	0.0137891     28327  -200.0  200.0 2741.6077  0.050   10.392304   36.000000  146.350000 
Element: 28028  0.01 20. 85.7226	0.0104763     28328  -200.0  200.0 2735.7246  0.050    5.196152   39.000000  146.350000 
Element: 28029  0.01 20. 85.9339	0.0180559     28329  -200.0  200.0 2710.0670  0.050   41.569218   24.000000  146.350000 
Element: 28030  0.01 20. 85.7026	0.00911362    28330  -200.0  200.0 2729.0212  0.050   36.373062   27.000000  146.350000 
Element: 28031  0.01 20. 86.0042	0.0116831     28331  -200.0  200.0 2710.5634  0.050   31.176912   30.000000  146.350000 
Element: 28032  0.01 20. 85.946	0.00949307     28332  -200.0  200.0 2728.0983  0.050   25.980761   33.000000  146.350000 
Element: 27116  0.01 20. 85.0627	0.00606687    27416  -200.0  200.0 2764.0479  0.050   20.784609   36.000000  146.350000 
Element: 28034  0.01 20. 85.5663	0.010469      28334  -200.0  200.0 2639.5118  0.050   15.588456   39.000000  146.350000 
Element: 28035  0.01 20. 85.2313	0.0145865     28335  -200.0  200.0 2713.4413  0.050   10.392304   42.000000  146.350000 
Element: 28036  0.01 20. 85.2736	0.00760706    28336  -200.0  200.0 2658.5240  0.050    5.196152   45.000000  146.350000 
Element: 27076  0.01 20. 85.4743	0.0214678     27376  -200.0  200.0 2761.7114  0.050   46.765369   27.000000  146.350000 
Element: 28038  0.01 20. 85.33	0.0145463       28338  -200.0  200.0 2703.0139  0.050   41.569218   30.000000  146.350000 
Element: 28039  0.01 20. 85.3006	0.0145947     28339  -200.0  200.0 2718.8284  0.050   36.373062   33.000000  146.350000 
Element: 28040  0.01 20. 85.5431	0.0112923     28340  -200.0  200.0 2705.5144  0.050   31.176912   36.000000  146.350000 
Element: 28041  0.01 20. 85.7805	0.0175838     28341  -200.0  200.0 2710.7473  0.050   25.980761   39.000000  146.350000 
Element: 28042  0.01 20. 85.966	0.0133718      28342  -200.0  200.0 2695.0262  0.050   20.784609   42.000000  146.350000 
Element: 28043  0.01 20. 85.891	0.0106265      28343  -200.0  200.0 2695.7924  0.050   15.588456   45.000000  146.350000 
Element: 28044  0.01 20. 85.6188	0.010431      28344  -200.0  200.0 2677.5239  0.050   10.392304   48.000000  146.350000 
Element: 28045  0.01 20. 86.0721	0.011981      28345  -200.0  200.0 2695.2804  0.050    5.196152   51.000000  146.350000 
Element: 28046  0.01 20. 85.7735	0.00711258    28346  -200.0  200.0 2664.5986  0.050   51.961521   30.000000  146.350000 
Element: 28047  0.01 20. 85.5878	0.013087      28347  -200.0  200.0 2656.2399  0.050   46.765369   33.000000  146.350000 
Element: 28048  0.01 20. 85.2967	0.0144141     28348  -200.0  200.0 2637.5458  0.050   41.569218   36.000000  146.350000 
Element: 28049  0.01 20. 85.8028	0.0263495     28349  -200.0  200.0 2721.2776  0.050   36.373062   39.000000  146.350000 
Element: 28050  0.01 20. 86.2106	0.0211917     28350  -200.0  200.0 2744.5063  0.050   31.176912   42.000000  146.350000 
Element: 28051  0.01 20. 85.0958	0.0186641     28351  -200.0  200.0 2749.7623  0.050   25.980761   45.000000  146.350000 
Element: 27115  0.01 20. 86.5961	0.00337993    27415  -200.0  200.0 2792.0479  0.050   20.784609   48.000000  146.350000 
Element: 28053  0.01 20. 85.8125	0.0130125     28353  -200.0  200.0 2729.9678  0.050   15.588456   51.000000  146.350000 
Element: 28054  0.01 20. 85.8402	0.0133927     28354  -200.0  200.0 2728.1404  0.050   10.392304   54.000000  146.350000 
Element: 28055  0.01 20. 85.5296	0.0158752     28355  -200.0  200.0 2745.1295  0.050    5.196152   57.000000  146.350000 
Element: 28056  0.01 20. 85.6136	0.013074      28356  -200.0  200.0 2705.7114  0.050   51.961521   36.000000  146.350000 
Element: 28057  0.01 20. 86.2055	0.013775      28357  -200.0  200.0 2702.7463  0.050   46.765369   39.000000  146.350000 
Element: 28058  0.01 20. 86.2312	0.0265743     28358  -200.0  200.0 2680.5331  0.050   41.569218   42.000000  146.350000 
Element: 28059  0.01 20. 86.0314	0.0191098     28359  -200.0  200.0 2698.0085  0.050   36.373062   45.000000  146.350000 
Element: 28060  0.01 20. 85.7189	0.0118885     28360  -200.0  200.0 2700.0479  0.050   31.176912   48.000000  146.350000 
Element: 28061  0.01 20. 85.7674	0.0337877     28361  -200.0  200.0 2690.2191  0.050   25.980761   51.000000  146.350000 
Element: 28062  0.01 20. 85.536	0.0131131      28362  -200.0  200.0 2660.3291  0.050   20.784609   54.000000  146.350000 
Element: 28063  0.01 20. 85.734	0.0130135      28363  -200.0  200.0 2713.8490  0.050   15.588456   57.000000  146.350000 
Element: 28064  0.01 20. 85.595	0.00584042     28364  -200.0  200.0 2713.9430  0.050   10.392304   60.000000  146.350000 
Element: 28065  0.01 20. 86.0295	0.0128658     28365  -200.0  200.0 2677.1295  0.050    0.000000    6.000000  146.350000
Element: 28066  0.01 20. 85.6507	0.0261869     28366  -200.0  200.0 2681.7114  0.050    0.000000   12.000000  146.350000
Element: 28067  0.01 20. 86.4384	0.0258324     28367  -200.0  200.0 2650.7463  0.050   -5.196152    9.000000  146.350000
Element: 28068  0.01 20. 86.5991	0.0141346     28368  -200.0  200.0 2692.5331  0.050    0.000000   18.000000  146.350000
Element: 28069  0.01 20. 91.1759	0.0126376     28369  -200.0  200.0 2690.0085  0.050   -5.196152   15.000000  146.350000
Element: 28070  0.01 20. 87.4213	0.0142275     28370  -200.0  200.0 2680.0479  0.050  -10.392304   12.000000  146.350000
Element: 28071  0.01 20. 86.4479	0.0124342     28371  -200.0  200.0 2702.2191  0.050    0.000000   24.000000  146.350000
Element: 28072  0.01 20. 86.1501	0.0135347     28372  -200.0  200.0 2676.3291  0.050   -5.196152   21.000000  146.350000
Element: 28073  0.01 20. 85.7784	0.0117374     28373  -200.0  200.0 2657.8490  0.050  -10.392304   18.000000  146.350000
Element: 28074  0.01 20. 85.2325	0.0195135     28374  -200.0  200.0 2633.9430  0.050  -15.588456   15.000000  146.350000
Element: 28075  0.01 20. 85.4038	0.0142512     28375  -200.0  200.0 2661.1295  0.050    0.000000   30.000000  146.350000
Element: 28076  0.01 20. 84.9686	0.0120267     28376  -200.0  200.0 2637.7114  0.050   -5.196152   27.000000  146.350000
Element: 28077  0.01 20. 85.2103	0.0113373     28377  -200.0  200.0 2654.7463  0.050  -10.392304   24.000000  146.350000
Element: 28078  0.01 20. 85.5382	0.0234495     28378  -200.0  200.0 2644.5331  0.050  -15.588456   21.000000  146.350000
Element: 28079  0.01 20. 85.2694	0.0245685     28379  -200.0  200.0 2646.0085  0.050  -20.784609   18.000000  146.350000
Element: 28080  0.01 20. 85.4159	0.014622      28380  -200.0  200.0 2532.0479  0.050    0.000000   36.000000  146.350000
Element: 28081  0.01 20. 86.1254	0.0283942     28381  -200.0  200.0 2694.2191  0.050   -5.196152   33.000000  146.350000
Element: 28082  0.01 20. 94.4853	0.00969069    28382  -200.0  200.0 2632.3291  0.050  -10.392304   30.000000  146.350000
Element: 28083  0.01 20. 86.1007	0.0326179     28383  -200.0  200.0 2689.8490  0.050  -15.588456   27.000000  146.350000
Element: 28084  0.01 20. 86.0141	0.0290341     28384  -200.0  200.0 2685.9430  0.050  -20.784609   24.000000  146.350000
Element: 28085  0.01 20. 85.7822	0.0224877     28385  -200.0  200.0 2669.1295  0.050  -25.980761   21.000000  146.350000
Element: 28086  0.01 20. 85.858	0.032056       28386  -200.0  200.0 2673.7114  0.050    0.000000   42.000000  146.350000
Element: 28087  0.01 20. 87.0097	0.0235385     28387  -200.0  200.0 2678.7463  0.050   -5.196152   39.000000  146.350000
Element: 28088  0.01 20. 94.3368	0.0283177     28388  -200.0  200.0 2688.5331  0.050  -10.392304   36.000000  146.350000
Element: 28089  0.01 20. 88.0148	0.0182681     28389  -200.0  200.0 2714.0085  0.050  -15.588456   33.000000  146.350000
Element: 28090  0.01 20. 85.9851	0.033878      28390  -200.0  200.0 2720.0479  0.050  -20.784609   30.000000  146.350000
Element: 28091  0.01 20. 84.1216	0.0270328     28391  -200.0  200.0 2726.2191  0.050  -25.980761   27.000000  146.350000
Element: 28092  0.01 20. 90.8388	0.0223784     28392  -200.0  200.0 2672.3291  0.050  -31.176912   24.000000  146.350000
Element: 28093  0.01 20. 85.6907	0.0218953     28393  -200.0  200.0 2725.8490  0.050    0.000000   48.000000  146.350000
Element: 26076  0.01 20. 85.6801	0.0165129     26376  -200.0  200.0 2881.7114  0.050   -5.196152   45.000000  146.350000
Element: 28095  0.01 20. 86.4128	0.0323242     28395  -200.0  200.0 2725.1295  0.050  -10.392304   42.000000  146.350000
Element: 28096  0.01 20. 85.0000	0.0267261     28396  -200.0  200.0 2721.7114  0.050  -15.588456   39.000000  146.350000
Element: 28097  0.01 20. 86.5836	0.0160259     28397  -200.0  200.0 2698.7463  0.050  -20.784609   36.000000  146.350000
Element: 28098  0.01 20. 85.9383	0.0196611     28398  -200.0  200.0 2708.5331  0.050  -25.980761   33.000000  146.350000
Element: 27068  0.01 20. 86.0894	0.0135959     27368  -200.0  200.0 2768.5331  0.050  -31.176912   30.000000  146.350000
Element: 28100  0.01 20. 85.7801	0.0135060     28400  -200.0  200.0 2776.0479  0.050  -36.373062   27.000000  146.350000
Element: 28101  0.01 20. 85.7260	0.0189429     28401  -200.0  200.0 2688.0479  0.050    0.000000   54.000000  146.350000
Element: 28102  0.01 20. 85.2874	0.0122547     28402  -200.0  200.0 2660.0479  0.050   -5.196152   51.000000  146.350000
Element: 28103  0.01 20. 85.3709	0.0126037     28403  -200.0  200.0 2664.0479  0.050  -10.392304   48.000000  146.350000
Element: 28104  0.01 20. 85.6993	0.0137458     28404  -200.0  200.0 2696.0479  0.050  -15.588456   45.000000  146.350000
Element: 28105  0.01 20. 85.5239	0.0217199     28405  -200.0  200.0 2664.0479  0.050  -20.784609   42.000000  146.350000
Element: 28106  0.01 20. 85.8283	0.0149192     28406  -200.0  200.0 2676.0479  0.050  -25.980761   39.000000  146.350000
Element: 28107  0.01 20. 93.3995	0.0137696     28407  -200.0  200.0 2688.0479  0.050  -31.176912   36.000000  146.350000
Element: 28108  0.01 20. 85.4483	0.0137742     28408  -200.0  200.0 2704.0479  0.050  -36.373062   33.000000  146.350000
Element: 28109  0.01 20. 86.3085	0.02154390    28409  -200.0  200.0 2656.0479  0.050  -41.569218   30.000000  146.350000
Element: 28110  0.01 20. 86.0918	0.01966040    28410  -200.0  200.0 2676.0479  0.050    0.000000   60.000000  146.350000
Element: 28111  0.01 20. 89.9456	0.01819380    28411  -200.0  200.0 2676.0479  0.050   -5.196152   57.000000  146.350000
Element: 28112  0.01 20. 85.4959	0.01730540    28412  -200.0  200.0 2672.0479  0.050  -10.392304   54.000000  146.350000
Element: 28113  0.01 20. 84.9491	0.00900661    28413  -200.0  200.0 2688.0479  0.050  -15.588456   51.000000  146.350000
Element: 28114  0.01 20. 86.0152	0.01092100    28414  -200.0  200.0 2688.0479  0.050  -20.784609   48.000000  146.350000
Element: 28115  0.01 20. 85.9545	0.00848698    28415  -200.0  200.0 2700.0479  0.050  -25.980761   45.000000  146.350000
Element: 28116  0.01 20. 84.8497	0.00876185    28416  -200.0  200.0 2680.0479  0.050  -31.176912   42.000000  146.350000
Element: 28117  0.01 20. 85.6446	0.00789888    28417  -200.0  200.0 2668.0479  0.050  -36.373062   39.000000  146.350000
Element: 28118  0.01 20. 85.7623	0.00709444    28418  -200.0  200.0 2568.0479  0.050  -41.569218   36.000000  146.350000
Element: 28119  0.01 20. 85.8073	0.00788759    28419  -200.0  200.0 2680.0479  0.050  -46.765369   33.000000  146.350000
Element: 28120  0.01 20. 86.0410	0.00398685    28420  -200.0  200.0 2600.0479  0.050  -10.392304   60.000000  146.350000
Element: 28121  0.01 20. 85.8075	0.01092970    28421  -200.0  200.0 2660.0479  0.050  -15.588456   57.000000  146.350000
Element: 28122  0.01 20. 85.5467	0.00724161    28422  -200.0  200.0 2660.0479  0.050  -20.784609   54.000000  146.350000
Element: 28123  0.01 20. 86.8155	0.00782820    28423  -200.0  200.0 2684.0479  0.050  -25.980761   51.000000  146.350000
Element: 28124  0.01 20. 85.9311	0.00820699    28424  -200.0  200.0 2652.0479  0.050  -31.176912   48.000000  146.350000
Element: 28125  0.01 20. 85.6523	0.01383630    28425  -200.0  200.0 2672.0479  0.050  -36.373064   45.000000  146.350000
Element: 28126  0.01 20. 85.8545	0.01235680    28426  -200.0  200.0 2652.0479  0.050  -41.569216   42.000000  146.350000
Element: 28127  0.01 20. 85.5857	0.01308800    28427  -200.0  200.0 2668.0479  0.050  -46.765368   39.000000  146.350000
Element: 28128  0.01 20. 85.0758	0.01334630    28428  -200.0  200.0 2616.0479  0.050  -51.961520   36.000000  146.350000
#
##
Initialise:
##
##
##      Histograming of basic detector stuff
##
## NaI Crystal hit multiplicity, 32 channels, range 0--32
##              Name            ch/low/high     imin/imax
#Display: 1D     Nhits           32 0 32
#Display: 1D	NADChits  	32 0 32
#Display: 1D	NTDChits  	32 0 32
#Display: 1D	TAPSDiscr	8192 0 8192
#Display: 1D	TAPSVeto	384 0 384
#Display: 1D	NPatternHits	48 0 48		0 1
##
## NaI hit frequency distribution, 720 elements, range 0 -- 720
##              Name            ch/low/high     imin/imax
